STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 00:53,FM-15,FEW:02 180,10.00,,68,20.0,59,15.0,52,11.1,57,7,180,,29.81,0,,29.84,0.00,29.84,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 01:53,FM-15,FEW:02 180,10.00,,65,18.3,58,14.6,53,11.7,66,9,180,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 02:53,FM-15,FEW:02 55 FEW:02 180,10.00,,62,16.7,57,13.9,53,11.7,73,9,160,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 03:53,FM-15,FEW:02 50 SCT:04 180,10.00,,63,17.2,57,14.1,53,11.7,70,8,150,,29.83,1,,29.86,0.00,29.86,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 04:53,FM-15,FEW:02 40 SCT:04 180,10.00,,61,16.1,57,13.6,53,11.7,75,9,150,,29.84,,,29.87,0.00,29.87,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 05:53,FM-15,FEW:02 40 FEW:02 250,10.00,,60,15.6,56,13.4,53,11.7,78,8,160,,29.85,,,29.88,0.00,29.88,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 06:53,FM-15,FEW:02 36,10.00,,62,16.7,57,13.9,53,11.7,73,8,170,,29.87,3,,29.90,0.00,29.90,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 07:53,FM-15,FEW:02 40,10.00,,65,18.3,59,14.9,54,12.2,68,7,200,,29.88,,,29.91,0.00,29.91,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 08:53,FM-15,CLR:00,10.00,,68,20.0,60,15.5,54,12.2,61,6,180,,29.88,,,29.91,0.00,29.91,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 09:53,FM-15,CLR:00,10.00,,74,23.3,63,17.4,56,13.3,54,8,190,,29.88,1,,29.91,0.00,29.91,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 10:53,FM-15,CLR:00,10.00,,79,26.1,66,18.6,57,13.9,47,6,190,,29.88,,,29.91,0.00,29.91,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 11:53,FM-15,CLR:00,10.00,,84,28.9,68,19.9,58,14.4,41,9,180,,29.86,,,29.90,0.00,29.89,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 12:53,FM-15,CLR:00,8.00,,87,30.6,69,20.7,59,15.0,39,8,200,,29.85,8,,29.88,0.00,29.88,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 13:53,FM-15,CLR:00,6.00,HZ:7 |FU:05 |HZ:05,89,31.7,69,20.5,57,13.9,34,8,210,,29.82,,,29.86,0.00,29.85,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 14:53,FM-15,CLR:00,5.00,HZ:7 |FU:05 |HZ:05,91,32.8,71,21.6,60,15.6,35,10,200,,29.80,,,29.83,0.00,29.83,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 15:53,FM-15,CLR:00,5.00,HZ:7 |FU:05 |HZ:05,92,33.3,69,20.7,56,13.3,30,14,180,,29.79,6,,29.82,0.00,29.82,,,,,,,,,,0508,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 16:53,FM-15,CLR:00,7.00,,90,32.2,68,20.1,55,12.8,31,15,180,,29.77,,,29.80,0.00,29.80,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 17:53,FM-15,CLR:00,10.00,,86,30.0,67,19.4,55,12.8,35,14,170,,29.77,,,29.80,0.00,29.80,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 18:53,FM-15,CLR:00,10.00,,82,27.8,65,18.1,53,11.7,37,11,170,,29.77,5,,29.80,0.00,29.80,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 19:53,FM-15,CLR:00,10.00,,78,25.6,63,17.1,52,11.1,40,9,170,,29.78,,,29.81,0.00,29.81,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 20:53,FM-15,CLR:00,10.00,,74,23.3,61,16.0,51,10.6,45,9,170,,29.79,,,29.83,0.00,29.82,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 21:53,FM-15,CLR:00,10.00,,71,21.7,60,15.4,51,10.6,49,9,160,,29.80,1,,29.83,0.00,29.83,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 22:53,FM-15,CLR:00,10.00,,69,20.6,59,14.9,51,10.6,53,10,160,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 23:53,FM-15,CLR:00,10.00,,67,19.4,58,14.5,51,10.6,57,9,160,,29.82,,,29.85,0.00,29.85,93,60,77,1.2,,,,0,12,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,93,60,77,1.2,,,,0,12,0508,1916,HZ:08,0.00,,,29.82,,9.2,20,160,17,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 00:53,FM-15,FEW:02 200,10.00,,65,18.3,57,14.0,51,10.6,61,11,140,,29.82,1,,29.85,0.00,29.85,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 01:53,FM-15,CLR:00,10.00,,63,17.2,57,13.8,52,11.1,68,9,160,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 02:53,FM-15,FEW:02 40,10.00,,62,16.7,56,13.6,52,11.1,70,9,160,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 03:53,FM-15,SCT:04 50,10.00,,61,16.1,56,13.4,52,11.1,72,10,150,,29.82,5,,29.85,0.00,29.85,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 04:53,FM-15,BKN:07 45,10.00,,60,15.6,56,13.1,52,11.1,75,9,160,,29.83,,,29.86,0.00,29.86,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 05:53,FM-15,SCT:04 37,10.00,,59,15.0,55,12.9,52,11.1,78,7,160,,29.84,,,29.88,0.00,29.87,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 06:53,FM-15,SCT:04 35,10.00,,60,15.6,56,13.1,52,11.1,75,7,170,,29.86,3,,29.89,0.00,29.89,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 07:53,FM-15,SCT:04 36,10.00,,62,16.7,57,13.9,53,11.7,73,6,160,,29.87,,,29.90,0.00,29.90,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 08:53,FM-15,SCT:04 43,10.00,,66,18.9,59,15.1,54,12.2,65,3,160,,29.87,,,29.90,0.00,29.90,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 09:53,FM-15,SCT:04 40,10.00,,71,21.7,62,16.5,55,12.8,57,6,VRB,,29.88,2,,29.91,0.00,29.91,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 10:53,FM-15,FEW:02 45,10.00,,75,23.9,63,17.3,55,12.8,50,6,240,,29.88,,,29.91,0.00,29.91,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 11:53,FM-15,CLR:00,9.00,,81,27.2,66,18.8,56,13.3,42,5,250,,29.86,,,29.89,0.00,29.89,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 12:53,FM-15,CLR:00,10.00,,88,31.1,68,20.0,56,13.3,34,8,220,,29.84,8,,29.87,0.00,29.87,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 13:53,FM-15,CLR:00,10.00,,90,32.2,68,20.1,55,12.8,31,7,VRB,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 14:53,FM-15,CLR:00,10.00,,91,32.8,69,20.8,57,13.9,32,8,210,,29.80,,,29.83,0.00,29.83,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 15:53,FM-15,CLR:00,10.00,,92,33.3,68,20.2,54,12.2,28,10,170,,29.78,8,,29.81,0.00,29.81,,,,,,,,,,0508,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 16:53,FM-15,CLR:00,10.00,,92,33.3,68,20.2,54,12.2,28,14,180,,29.76,,,29.79,0.00,29.79,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 17:53,FM-15,CLR:00,10.00,,86,30.0,67,19.4,55,12.8,35,16,180,,29.75,,,29.78,0.00,29.78,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 18:53,FM-15,CLR:00,10.00,,81,27.2,64,17.9,53,11.7,38,15,170,,29.76,5,,29.79,0.00,29.79,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 19:53,FM-15,CLR:00,10.00,,76,24.4,62,16.7,52,11.1,43,13,170,,29.77,,,29.80,0.00,29.80,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 20:53,FM-15,CLR:00,10.00,,72,22.2,61,15.8,52,11.1,50,11,160,,29.79,,,29.82,0.00,29.82,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 21:53,FM-15,CLR:00,10.00,,71,21.7,60,15.4,51,10.6,49,10,150,,29.80,1,,29.83,0.00,29.83,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 22:53,FM-15,CLR:00,10.00,,68,20.0,58,14.7,51,10.6,55,10,160,,29.80,,,29.83,0.00,29.83,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 23:53,FM-15,FEW:02 85,10.00,,66,18.9,58,14.3,51,10.6,59,9,150,,29.81,,,29.84,0.00,29.84,93,59,76,0.3,,,,0,11,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,93,59,76,0.3,,,,0,11,0509,1915,,0.00,,,29.81,,9.0,22,170,18,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 00:53,FM-15,CLR:00,10.00,,64,17.8,57,13.8,51,10.6,63,8,160,,29.80,0,,29.83,0.00,29.83,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 01:53,FM-15,CLR:00,10.00,,62,16.7,56,13.6,52,11.1,70,7,190,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 02:53,FM-15,CLR:00,10.00,,60,15.6,56,13.1,52,11.1,75,8,170,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 03:53,FM-15,SCT:04 40,10.00,,57,13.9,54,12.1,51,10.6,81,5,230,,29.82,1,,29.85,0.00,29.85,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 04:53,FM-15,SCT:04 35,10.00,,55,12.8,53,11.9,52,11.1,90,5,350,,29.84,,,29.87,0.00,29.87,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 05:53,FM-15,SCT:04 35,9.00,,55,12.8,53,11.9,52,11.1,90,5,340,,29.86,,,29.89,0.00,29.89,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 06:53,FM-15,SCT:04 60,8.00,,61,16.1,58,14.2,55,12.8,81,3,330,,29.88,3,,29.91,0.00,29.91,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 07:53,FM-15,SCT:04 60,10.00,,66,18.9,59,14.8,53,11.7,63,0,000,,29.90,,,29.93,0.00,29.93,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 08:53,FM-15,FEW:02 60 SCT:04 200,10.00,,70,21.1,60,15.7,53,11.7,55,0,000,,29.90,,,29.93,0.00,29.93,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 09:53,FM-15,BKN:07 220,10.00,,73,22.8,61,16.3,53,11.7,50,3,VRB,,29.90,1,,29.94,0.00,29.93,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 10:53,FM-15,BKN:07 250,10.00,,75,23.9,63,17.3,55,12.8,50,6,210,,29.90,,,29.93,0.00,29.93,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 11:53,FM-15,BKN:07 250,9.00,,81,27.2,66,18.8,56,13.3,42,3,250,,29.89,,,29.92,0.00,29.92,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93225,SACRAMENTO METROPOLITAN AIRPORT CA US,7,38.69556,-121.58972,2018-08-03 12:53,FM-15,BKN:07 250,8.00,,86,30.0,66,18.6,52,11.1,31,3,VRB,,29.87,8,,29.91,0.00,29.90,,,,,,,,,,0509,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
