Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,49.9568355013,1.49105752751,0.0,14.8904257976,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  02:00:00,48.5162066085,1.32556010973,0.0,13.6152943226,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  03:00:00,53.2207064966,1.65695013717,0.0,17.9884041832,2.68041601173,16.0824960704,1.10297812787,0.0,1.10297812787
 01/01  04:00:00,49.4339403052,1.32556010973,0.0,14.5330280193,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  05:00:00,54.1598161129,1.65695013717,0.0,18.9275137995,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  06:00:00,50.0070958536,1.32556010973,0.0,15.1061835677,2.68041601173,16.0824960704,1.10308179365,0.0,1.10308179365
 01/01  07:00:00,55.3002369072,1.65695013717,0.0,20.0679345938,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  08:00:00,40.8375077972,1.32556010973,0.0,15.8059288446,2.68041601173,16.0824960704,1.10293257017,0.0,1.10293257017
 01/01  09:00:00,40.2541640319,1.65695013717,0.0,19.8258617185,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  10:00:00,34.8754772294,1.32556010973,0.0,14.7785649435,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  11:00:00,37.7567327488,1.60191606187,0.0,17.3834645107,2.68041601173,16.0824960704,1.10293132598,0.0,1.10293132598
 01/01  12:00:00,32.3514700122,1.21549195914,0.0,12.3646258769,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  13:00:00,33.7207841513,1.32674568539,0.0,13.6226862897,2.68041601173,16.0824960704,1.10305085613,0.0,1.10305085613
 01/01  14:00:00,27.5460135678,0.665151206174,0.0,8.10951018539,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  15:00:00,29.5966196597,0.831439007718,0.0,9.99382847575,2.68041601173,16.0824960704,1.10304984457,0.0,1.10304984457
 01/01  16:00:00,29.4301653944,0.995355657954,0.0,9.66345756022,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  17:00:00,38.1594303217,1.38177976068,0.0,13.0716317182,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  18:00:00,45.6232429535,1.16045788384,0.0,10.8874328935,2.68041601173,16.0824960704,1.10296338917,0.0,1.10296338917
 01/01  19:00:00,47.9754514121,1.32674568539,0.0,13.0733535506,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  20:00:00,47.2190078915,1.32556010973,0.0,12.3180956056,2.68041601173,16.0824960704,1.10292590669,0.0,1.10292590669
 01/01  21:00:00,50.4273019351,1.60191606187,0.0,15.250033697,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  22:00:00,46.8047436011,1.21549195914,0.0,12.0138994658,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  23:00:00,50.6671391676,1.60191606187,0.0,15.4898709295,2.68041601173,16.0824960704,1.10306145793,0.0,1.10306145793
 01/01  24:00:00,46.9377860517,1.21549195914,0.0,12.1469419163,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/02  01:00:00,53.8093347505,1.43681383598,0.0,13.4363367149,2.68041601173,21.4433280938,1.10301135342,0.0,1.10301135342
 01/02  02:00:00,52.007992081,1.32556010973,0.0,11.7462477716,2.68041601173,21.4433280938,0.02,0.0,0.02
 01/02  03:00:00,53.2815943464,1.32674568539,0.0,13.0186644614,2.68041601173,21.4433280938,1.10299975561,0.0,1.10299975561
 01/02  04:00:00,52.3014177486,1.28428455326,0.0,12.0809489957,2.68041601173,21.4433280938,0.02,0.0,0.02
 01/02  05:00:00,56.8912449774,1.65695013717,0.0,16.2981106406,2.68041601173,21.4433280938,0.02,0.0,0.02
 01/02  06:00:00,56.6855948911,1.32556010973,0.0,13.74343457,5.36083202345,21.4433280938,1.10312857806,0.0,1.10312857806
 01/02  07:00:00,229.277946468,2.94319721649,0.0,184.71814904,5.36083202345,21.4433280938,0.02,0.0,0.02
 01/02  08:00:00,207.240305218,2.94319721649,0.0,150.589715538,16.0824960704,32.6817896323,11.2804145011,10.1769355246,1.10347897657
 01/02  09:00:00,220.969250736,2.94319721649,0.0,99.3668128271,48.2474882111,70.4033123869,7.89309662213,5.70481777984,2.18827884228
 01/02  10:00:00,196.097646371,2.94319721649,0.0,82.8437798907,48.2474882111,62.0547409583,3.73166974441,2.62753992442,1.10412981999
 01/02  11:00:00,182.515678493,2.94319721649,0.0,71.18840542,48.2474882111,60.1281475517,2.18837622589,0.0,2.18837622589
 01/02  12:00:00,174.187851483,2.94319721649,0.0,60.9339850026,48.2474882111,62.0547409583,2.18914981242,0.0,2.18914981242
 01/02  13:00:00,174.272318842,2.94319721649,0.0,61.5628008687,48.2474882111,61.5103924513,2.18983401545,0.0,2.18983401545
 01/02  14:00:00,161.111172684,2.94319721649,0.0,46.2518116986,48.2474882111,63.6602354638,3.27442082968,0.0,3.27442082968
 01/02  15:00:00,151.879895568,2.94319721649,0.0,40.5526224949,48.2474882111,60.1281475517,1.10396025893,0.0,1.10396025893
 01/02  16:00:00,147.970398474,2.94319721649,0.0,36.6431254005,48.2474882111,60.1281475517,2.18774387041,0.0,2.18774387041
