Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/07  20:00:00,130.139309996,8.71018127965,38.5420687932,0.0,36.5179666069,38.8247702939,5.77421654659,0.0,0.0,5.77421654659
 08/07  21:00:00,120.530247331,8.51797751101,34.6405129687,0.0,32.965339924,36.8579353714,11.5650427857,0.0,0.0,11.5650427857
 08/07  22:00:00,88.4608326242,7.80299651743,26.8330367814,0.0,25.6355707503,20.6438685092,5.77923101513,0.0,0.0,5.77923101513
 08/07  23:00:00,62.6156762094,7.21603812097,21.1275408063,0.0,15.0252895274,11.7056064465,5.76237736284,0.0,0.0,5.76237736284
 08/07  24:00:00,54.9607423704,6.95882775964,18.7554896295,0.0,11.6412384099,10.0650221343,5.75800143378,0.0,0.0,5.75800143378
 08/08  01:00:00,51.0866385363,6.76873250144,16.6321124135,0.0,10.0992000411,10.047477231,0.02,0.0,0.0,0.02
 08/08  02:00:00,47.6466206698,6.62191186674,15.1984649647,0.0,8.25718729233,10.0299323277,5.75372745395,0.0,0.0,5.75372745395
 08/08  03:00:00,44.3476586175,6.46347665327,12.0579446092,0.0,8.25718729233,10.0299323277,0.02,0.0,0.0,0.02
 08/08  04:00:00,44.6947572228,6.37288947201,10.8890892119,0.0,8.25718729233,11.6354268332,5.75808107506,0.0,0.0,5.75808107506
 08/08  05:00:00,52.4159659601,6.37269881556,11.0310440534,0.0,12.1011305571,15.3678112995,5.77055121548,0.0,0.0,5.77055121548
 08/08  06:00:00,79.3450119422,6.81538946923,13.6414867906,0.0,19.7275818095,37.2640762949,5.79267701791,0.0,0.0,5.79267701791
 08/08  07:00:00,100.699463969,7.2662638916,17.8252245907,0.0,24.3117294858,51.2795993405,17.389705872,0.0,0.0,17.389705872
 08/08  08:00:00,92.9857339278,6.91682225749,21.7356193516,0.0,23.6694662846,40.6342015617,17.5507357461,0.0,0.0,17.5507357461
 08/08  09:00:00,92.9248333422,7.00360844874,26.5950399125,0.0,23.6694662846,35.6302164847,41.3622008356,0.0,18.025,23.3372008356
 08/08  10:00:00,76.4859682826,6.89872154602,27.8576024622,0.0,18.7433767983,22.9618409725,35.5090285633,0.0,18.025,17.4840285633
 08/08  11:00:00,80.8347426533,7.14119911468,31.9659809966,0.0,18.7433767983,22.9618409725,35.4815255337,0.0,18.025,17.4565255337
 08/08  12:00:00,84.3749458681,7.38944947125,35.2144875544,0.0,18.5889407304,23.1597249699,35.4800977801,0.0,18.025,17.4550977801
 08/08  13:00:00,89.043508433,7.68587959302,39.340116932,0.0,18.7433767983,23.2517909448,35.4770835812,0.0,18.025,17.4520835812
 08/08  14:00:00,92.8376202798,7.9223439627,42.8977637797,0.0,18.7433767983,23.2517909448,35.4779773264,0.0,18.025,17.4529773264
 08/08  15:00:00,96.2355627321,8.16297098117,46.3450291928,0.0,18.7433767983,22.9618409725,35.4780809079,0.0,18.025,17.4530809079
 08/08  16:00:00,101.704833083,8.32249725219,47.2034800197,0.0,18.7433767983,27.431320555,18.045,0.0,18.025,0.02
 08/08  17:00:00,112.787096258,8.57649118481,45.8436602042,0.0,17.6635504202,40.6971502883,5.76639976067,0.0,0.0,5.76639976067
 08/08  18:00:00,118.155939452,8.74499805161,44.5395881816,0.0,27.5259009287,37.3340067412,11.5556045203,0.0,0.0,11.5556045203
 08/08  19:00:00,117.633173893,8.73661372596,41.6996592373,0.0,33.8341110165,33.3544677425,5.77495938008,0.0,0.0,5.77495938008
 08/08  20:00:00,129.077735422,8.67866160578,37.5120154337,0.0,36.5179666069,38.8247702939,5.77428763171,0.0,0.0,5.77428763171
 08/08  21:00:00,118.485566361,8.42664632545,32.6871624205,0.0,32.965339924,36.8579353714,11.5644012748,0.0,0.0,11.5644012748
 08/08  22:00:00,87.0674610031,7.73915572681,25.5035027688,0.0,25.6355707503,20.6438685092,5.77961577625,0.0,0.0,5.77961577625
 08/08  23:00:00,61.9369533287,7.18505027292,20.4798071215,0.0,15.0252895274,11.7056064465,5.76236435349,0.0,0.0,5.76236435349
 08/08  24:00:00,53.2901597215,6.90197974413,17.1417614193,0.0,11.6412384099,10.0650221343,0.02,0.0,0.0,0.02
 08/09  01:00:00,48.3619787148,6.68721845244,13.9889588012,0.0,10.0992000411,10.047477231,5.7536722213,0.0,0.0,5.7536722213
 08/09  02:00:00,43.6446079687,6.46086717233,11.3575029562,0.0,8.25718729233,10.0299323277,0.02,0.0,0.0,0.02
 08/09  03:00:00,41.6918374483,6.27767492084,9.58792099359,0.0,8.25718729233,10.0299323277,0.02,0.0,0.0,0.02
 08/09  04:00:00,42.2819862176,6.17198114304,8.67723168947,0.0,8.25718729233,11.6354268332,5.75809980297,0.0,0.0,5.75809980297
 08/09  05:00:00,49.5972164396,6.1460739275,8.43891883986,0.0,12.1011305571,15.3678112995,6.18544176821,0.414754954988,0.0,5.77068681322
 08/09  06:00:00,77.4638056416,6.64922190812,11.9264375485,0.0,19.7275818095,37.2640762949,11.8726236548,0.30760750551,0.0,11.5650161493
 08/09  07:00:00,97.7559786053,7.04401944421,15.103989603,0.0,24.3117294858,51.2795993405,11.5998286595,0.0,0.0,11.5998286595
