Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/01  01:00:00,16.9679693814,1.55214510698,0.0,0.0,5.48122459637,1.0115996781,48.7494109489,48.7494109489
 01/01  02:00:00,16.7505862324,1.3347619579,0.0,0.0,5.48122459637,1.0115996781,41.9315794253,41.9315794253
 01/01  03:00:00,17.2274245544,1.81160027994,0.0,0.0,5.48122459637,1.0115996781,57.2065874607,57.2065874607
 01/01  04:00:00,16.8130593162,1.39723504171,0.0,0.0,5.48122459637,1.0115996781,43.9377716465,43.9377716465
 01/01  05:00:00,17.278947874,1.86312359956,0.0,0.0,5.48122459637,1.0115996781,58.8969053143,58.8969053143
 01/01  06:00:00,16.8474531322,1.43162885778,0.0,0.0,5.48122459637,1.0115996781,45.0427290207,45.0427290207
 01/01  07:00:00,17.3361925727,1.92036829821,0.0,0.0,5.48122459637,1.0115996781,60.7818619116,60.7818619116
 01/01  08:00:00,10.9415477353,1.47439012752,0.0,0.0,5.48122459637,1.0115996781,46.4263585332,46.4263585332
 01/01  09:00:00,8.40208724591,1.90926297144,0.0,0.0,5.48122459637,1.0115996781,60.4186502436,60.4186502436
 01/01  10:00:00,7.89301808877,1.40019381431,0.0,0.0,5.48122459637,1.0115996781,44.0146275759,44.0146275759
 01/01  11:00:00,8.26224512185,1.76942084739,0.0,0.0,5.48122459637,1.0115996781,55.7909214521,55.7909214521
 01/01  12:00:00,7.74807466972,1.25525039526,0.0,0.0,5.48122459637,1.0115996781,39.3167251422,39.3167251422
 01/01  13:00:00,8.06742650528,1.57460223082,0.0,0.0,5.48122459637,1.0115996781,49.4531182663,49.4531182663
 01/01  14:00:00,7.60958854353,1.11676426907,0.0,0.0,5.48122459637,1.0115996781,34.8844560882,34.8844560882
 01/01  15:00:00,7.96315806031,1.47033378584,0.0,0.0,5.48122459637,1.0115996781,46.100418767,46.100418767
 01/01  16:00:00,7.59618626438,1.10336198991,0.0,0.0,5.48122459637,1.0115996781,34.4714779978,34.4714779978
 01/01  17:00:00,10.9907638891,1.5236062813,0.0,0.0,5.48122459637,1.0115996781,47.8410694151,47.8410694151
 01/01  18:00:00,16.5951733202,1.1793490457,0.0,0.0,5.48122459637,1.0115996781,36.9293321325,36.9293321325
 01/01  19:00:00,17.0203838744,1.6045595999,0.0,0.0,5.48122459637,1.0115996781,50.4824047349,50.4824047349
 01/01  20:00:00,16.637805729,1.22198145454,0.0,0.0,5.48122459637,1.0115996781,38.3094383974,38.3094383974
 01/01  21:00:00,17.0815277441,1.66570346962,0.0,0.0,5.48122459637,1.0115996781,52.4598579259,52.4598579259
 01/01  22:00:00,16.6771969473,1.26137267281,0.0,0.0,5.48122459637,1.0115996781,39.5717728826,39.5717728826
 01/01  23:00:00,17.1049653994,1.68914112491,0.0,0.0,5.48122459637,1.0115996781,53.2203834644,53.2203834644
 01/01  24:00:00,16.6863240025,1.27049972807,0.0,0.0,5.48122459637,1.0115996781,39.8661949473,39.8661949473
 01/02  01:00:00,17.1131545468,1.69733027238,0.0,0.0,5.48122459637,1.0115996781,53.4865833078,53.4865833078
 01/02  02:00:00,16.7045302115,1.28870593702,0.0,0.0,5.48122459637,1.0115996781,40.4444941321,40.4444941321
 01/02  03:00:00,17.1666013151,1.75077704064,0.0,0.0,5.48122459637,1.0115996781,55.2147201407,55.2147201407
 01/02  04:00:00,16.7579525226,1.34212824814,0.0,0.0,5.48122459637,1.0115996781,42.1641703206,42.1641703206
 01/02  05:00:00,17.2612201443,1.84539586984,0.0,0.0,5.48122459637,1.0115996781,58.3194752469,58.3194752469
 01/02  06:00:00,16.8783156275,1.46249135307,0.0,0.0,5.48122459637,1.0115996781,46.0572772956,46.0572772956
 01/02  07:00:00,18.583659629,3.16783535457,0.0,0.0,5.48122459637,1.0115996781,84.6848528618,84.6848528618
 01/02  08:00:00,33.1250654639,3.16783535457,0.0,0.0,21.9248983855,5.05799839049,70.7075103248,70.7075103248
 01/02  09:00:00,49.6292049539,3.16783535457,0.0,0.0,38.3685721746,8.09279742479,59.2044383818,59.2044383818
 01/02  10:00:00,61.6032538248,3.16783535457,0.0,0.0,49.3310213673,9.10439710289,50.1222018092,50.1222018092
 01/02  11:00:00,61.6032538248,3.16783535457,0.0,0.0,49.3310213673,9.10439710289,42.7443266634,42.7443266634
 01/02  12:00:00,61.6032538248,3.16783535457,0.0,0.0,49.3310213673,9.10439710289,35.3464922342,35.3464922342
 01/02  13:00:00,55.1104295503,3.16783535457,0.0,0.0,43.8497967709,8.09279742479,31.1476088317,31.1476088317
 01/02  14:00:00,61.6032538248,3.16783535457,0.0,0.0,49.3310213673,9.10439710289,25.5050061631,25.5050061631
 01/02  15:00:00,61.6032538248,3.16783535457,0.0,0.0,49.3310213673,9.10439710289,22.5313646963,22.5313646963
 01/02  16:00:00,61.6032538248,3.16783535457,0.0,0.0,49.3310213673,9.10439710289,21.5549052091,21.5549052091
 01/02  17:00:00,63.0904204914,3.16783535457,0.0,0.0,49.3310213673,9.10439710289,23.0426182832,23.0426182832
 01/02  18:00:00,30.0212347004,0.608162198951,0.0,0.0,16.4436737891,4.04639871239,20.1148915146,20.1148915146
