Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly) 
 03/03  15:00:00,0.346162637898,0.619524151948,0.0,0.13168330906,0.0,0.00259902127274,0.00259902127274,0.00259902127274,0.0207143171562,0.00345965570785,0.0635196077253,0.246048036036
 03/03  16:00:00,0.364498266814,0.579442025175,0.0,0.0589263558743,0.0,0.00116302402738,0.00116302402738,0.00116302402738,0.0239011343593,0.00399191067207,0.0658950331489,0.259725164606
 03/03  17:00:00,0.435519490504,0.65919544458,0.0,0.024739096653,0.0,0.000488273258989,0.000488273258989,0.000488273258989,0.0366484085077,0.00612092874655,0.0752305305505,0.30720934944
 03/03  18:00:00,0.570782050764,1.34988599529,0.0,0.505829692173,0.0,0.00998351377803,0.00998351377803,0.00998351377803,0.0732968170155,0.0122418574931,0.0922276002925,0.373210262185
 03/03  19:00:00,0.704348823776,0.863607862707,0.0,0.0,0.0,0.0,0.0,0.0,0.141813397554,0.0236853358819,0.0938343890347,0.405193701305
 03/03  20:00:00,0.761249901993,0.765499400262,0.0,0.0,0.0,0.0,0.0,0.0,0.211923381358,0.0353949406388,0.0858700022084,0.418239577788
 03/03  21:00:00,0.784880653576,0.671610591209,0.0,0.0,0.0,0.0,0.0,0.0,0.227857467374,0.0380562132319,0.0765268754022,0.432618097568
 03/03  22:00:00,0.725161605969,0.593356163437,0.0,0.0,0.0,0.0,0.0,0.0,0.191209085546,0.0319352844854,0.0696771717763,0.422518064161
 03/03  23:00:00,0.604168288741,0.493978368333,0.0,0.00989848107835,0.0,0.00019536540412,0.00019536540412,0.00019536540412,0.14340680082,0.02395146225,0.0611574231373,0.36563523713
 03/03  24:00:00,0.500622241125,0.479192353843,0.0,0.106193030432,0.0,0.00209592200468,0.00209592200468,0.00209592200468,0.10038475257,0.016766023575,0.0538233254044,0.317730217572
 03/04  01:00:00,0.385536497086,0.488068253603,0.0,0.226800516895,0.0,0.00447634079281,0.00447634079281,0.00447634079281,0.0509890912577,0.00851607497155,0.0489217041384,0.262811285925
 03/04  02:00:00,0.33978665701,0.52509043834,0.0,0.320367566204,0.0,0.00632306497763,0.00632306497763,0.00632306497763,0.0302747687655,0.00505641881809,0.0463304374239,0.241979967025
 03/04  03:00:00,0.324848561758,0.568138349598,0.0,0.383042460163,0.0,0.00756007355396,0.00756007355396,0.00756007355396,0.0207143171562,0.00345965570785,0.0441181131503,0.23917440219
 03/04  04:00:00,0.320752862221,0.614388623377,0.0,0.424538374424,0.0,0.00837907456985,0.00837907456985,0.00837907456985,0.0207143171562,0.00345965570785,0.0425700903995,0.235807724388
 03/04  05:00:00,0.313306186383,0.721828405058,0.0,0.481312938099,0.0,0.00949962887392,0.00949962887392,0.00949962887392,0.0207143171562,0.00345965570785,0.0429105286091,0.226900056036
 03/04  06:00:00,0.342569841107,0.877539379284,0.0,0.42839508802,0.0,0.00845519416883,0.00845519416883,0.00845519416883,0.0223077257577,0.00372578341276,0.0450569114029,0.253202226365
 03/04  07:00:00,0.405700175879,1.38155953204,0.0,0.53008309837,0.0,0.0104622010095,0.0104622010095,0.0104622010095,0.0350550052423,0.00585480237845,0.0519558940722,0.292550273177
 03/04  08:00:00,0.476301197842,1.30867946336,0.0,0.336407469874,0.0,0.00663964307056,0.00663964307056,0.00663964307056,0.0621429407964,0.0103789684604,0.0614610617892,0.310856583726
 03/04  09:00:00,0.406390399073,1.24085662044,0.0,0.313943317774,0.0,0.00619627018148,0.00619627018148,0.00619627018148,0.0493956879923,0.00824994860345,0.0699152063704,0.262811285925
 03/04  10:00:00,0.342330470674,1.12711125466,0.0,0.294179311154,0.0,0.00580618981361,0.00580618981361,0.00580618981361,0.0254945429608,0.00425803793138,0.0732760434923,0.223673656476
