Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly) 
 01/02  11:00:00,1.35401759123,7.61270692089,0.0,6.40867882226,0.0,0.216541988591,0.216541988591,0.216541988591,0.205149135666,0.0467478178928,0.416780676038,0.445397973041
 01/02  12:00:00,1.29892014443,5.27076139972,0.0,4.21460114186,0.0,0.142353617866,0.142353617866,0.142353617866,0.205149135666,0.0467478178928,0.435735142253,0.445534430753
 01/02  13:00:00,1.248030043,4.17028353547,0.0,3.2300299253,0.0,0.109066811331,0.109066811331,0.109066811331,0.205149135666,0.0467478178928,0.425637021538,0.438029256575
 01/02  14:00:00,1.21234214477,3.77179110231,0.0,2.89991624574,0.0,0.0979029295058,0.0979029295058,0.0979029295058,0.205149135666,0.0467478178928,0.385966199058,0.453176062644
 01/02  15:00:00,1.19641815635,2.96233475257,0.0,2.15703262855,0.0,0.0728141562316,0.0728141562316,0.0728141562316,0.215946512535,0.0492082438285,0.356355588907,0.478693654849
 01/02  16:00:00,1.321939023,3.57968976585,0.0,2.76426536052,0.0,0.0933017231404,0.0933017231404,0.0933017231404,0.269933141293,0.0615103124214,0.368490937387,0.505302908753
 01/02  17:00:00,1.72319570843,4.35817828082,0.0,3.45452010751,0.0,0.116615100212,0.116615100212,0.116615100212,0.453487652263,0.103337308986,0.428670866964,0.59768478
 01/02  18:00:00,2.47882199407,5.77747645132,0.0,4.69103511872,0.0,0.158405068836,0.158405068836,0.158405068836,0.842191296402,0.191912153986,0.536821987543,0.726091487301
 01/02  19:00:00,3.0585073557,7.05705743128,0.0,5.80698991099,0.0,0.196161071192,0.196161071192,0.196161071192,1.25248956773,0.285407820314,0.482732692333,0.788316204123
 01/02  20:00:00,3.08269817059,8.0674404659,0.0,6.79119639083,0.0,0.229475072213,0.229475072213,0.229475072213,1.32807082119,0.302630710236,0.385424228339,0.813697338616
 01/02  21:00:00,2.88525165,9.34877351465,0.0,8.16668484467,0.0,0.276014610189,0.276014610189,0.276014610189,1.14451631022,0.260803683128,0.338845876819,0.841671169644
 01/02  22:00:00,2.62710272129,9.45665812882,0.0,8.39243928484,0.0,0.283669575416,0.283669575416,0.283669575416,0.960961801745,0.218976686564,0.318073398495,0.822021259068
 01/02  23:00:00,2.16108648772,9.20957007333,0.0,8.34077319555,0.0,0.281918263791,0.281918263791,0.281918263791,0.723420662017,0.164847621407,0.256145886137,0.71135405437
 01/02  24:00:00,1.73498723995,9.83322164106,0.0,9.17446987759,0.0,0.310083613897,0.310083613897,0.310083613897,0.496676901655,0.113178951643,0.173494335907,0.618153436849
 01/03  01:00:00,1.30485520413,10.4019865845,0.0,9.96500870987,0.0,0.336794654159,0.336794654159,0.336794654159,0.259135764424,0.0590498864857,0.115167850971,0.511307048096
 01/03  02:00:00,1.12672447777,10.6500938401,0.0,10.3135724258,0.0,0.348566259,0.348566259,0.348566259,0.151162506908,0.0344457798429,0.0983708244822,0.470779107534
 01/03  03:00:00,1.07194706898,11.1741748135,0.0,10.864903214,0.0,0.36719875891,0.36719875891,0.36719875891,0.107973243613,0.0246041219143,0.0834501454999,0.465320799041
 01/03  04:00:00,1.07051214181,11.5905452588,0.0,11.27396613,0.0,0.381011311764,0.381011311764,0.381011311764,0.107973243613,0.0246041219143,0.0747526356716,0.458770828849
 01/03  05:00:00,1.07605291593,11.9865595757,0.0,11.592657227,0.0,0.391789094162,0.391789094162,0.391789094162,0.107973243613,0.0246041219143,0.0868457568597,0.441440699384
 01/03  06:00:00,1.14438365123,12.3962625449,0.0,11.6567776812,0.0,0.393978026616,0.393978026616,0.393978026616,0.107973243613,0.0246041219143,0.101815917579,0.492612341507
